ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
ID437S	Base	C3BDB181	Exeggutor-Normal	Chlorophyll (1)	Jolly	♂	31	31	26	31	31	11	Steel	4	5	Teeny
ID438S	Base	574177A1	Galvantula	Swarm (H)	Naughty	♀	26	3	31	31	31	31	Steel	4	4	Jumbo
ID439S	Base	E23B6544	Galvantula	Swarm (H)	Timid	♂	19	31	24	31	31	30	Steel	3	4	Teeny
ID440S	Base	22D86013	Geodude-Alola	Galvanize (H)	Relaxed	♀	13	31	31	5	22	7	Ice	2	3	Teeny
ID441S	Base	6770C2BE	Geodude-Alola	Galvanize (H)	Naughty	♂	20	15	31	28	26	31	Psychic	2	3	Teeny
ID442S	Base	82E962A5	Geodude-Alola	Sturdy (2)	Naive	♂	22	21	12	31	31	9	Normal	2	3	Teeny
ID443S	Base	C5DF1AB3	Geodude-Alola	Magnet Pull (1)	Adamant	♀	3	2	31	26	31	17	Ice	2	3	Teeny
ID444S	Base	878F7B27	Gloom	Chlorophyll (1)	Impish	♂	8	1	31	25	31	8	Flying	2	3	Jumbo
ID445S	Base	8CC18E0D	Gloom	Chlorophyll (1)	Modest	♂	26	31	9	11	31	11	Steel	2	3	Teeny
ID446S	Base	C664DB30	Gloom	Chlorophyll (1)	Mild	♂	28	31	25	9	30	31	Grass	2	3	Teeny
ID447S	Base	EEABC326	Gloom	Chlorophyll (1)	Adamant	♂	31	19	31	22	2	22	Fighting	2	3	Teeny
ID448S	Base	FE620B3D	Gloom	Chlorophyll (1)	Mild	♂	17	23	31	31	15	8	Fighting	2	3	Jumbo
ID449S	Base	AE57C7C0	Golett	No Guard (H)	Calm	-	31	27	31	13	26	25	Electric	2	3	Teeny
ID450S	Base	2AC45D03	Golurk	Klutz (2)	Gentle	-	31	31	31	10	31	31	Fairy	5	5	Jumbo
ID451S	Base	059A8B63	Granbull	Rattled (H)	Quiet	♀	31	21	29	31	31	31	Ice	4	4	Jumbo
ID452S	Base	A0869662	Granbull	Quick Feet (2)	Timid	♀	31	31	31	31	9	15	Fire	4	4	Teeny
ID453S	Base	32EF7667	Granbull	Intimidate (1)	Brave	♀	31	31	13	31	29	6	Flying	3	4	Jumbo
ID454S	Base	5D820662	Granbull	Intimidate (1)	Lonely	♀	31	31	11	7	31	15	Steel	3	4	Jumbo
ID455S	Base	A5C34664	Granbull	Quick Feet (2)	Relaxed	♀	15	18	31	31	31	15	Dragon	3	4	Jumbo
ID456S	Base	EE805368	Granbull	Intimidate (1)	Naive	♀	2	31	13	31	31	2	Poison	3	4	Jumbo
ID457S	Base	62620B05	Hitmonchan	Iron Fist (2)	Brave	♂	31	31	5	31	31	15	Normal	4	5	Teeny
ID458S	Base	D2EF5BF4	Hitmonlee	Unburden (H)	Quirky	♂	12	31	31	31	14	31	Dragon	4	5	Teeny
ID459S	Base	7B26D396	Hitmontop	Technician (2)	Sassy	♂	31	17	31	31	31	6	Fairy	4	5	Teeny
ID460S	Base	8C535D94	Inkay	Suction Cups (2)	Modest	♀	13	4	31	31	0	5	Dragon	2	3	Jumbo
ID461S	Base	CB4F2884	Kingdra	Sniper (2)	Naughty	♂	9	31	31	12	31	31	Ground	4	5	Jumbo
ID462S	Base	FD4CF882	Kingdra	Damp (H)	Naive	♀	15	6	31	31	31	31	Dragon	4	5	Jumbo
ID463S	Base	62FBF65E	Lanturn	Illuminate (2)	Rash	♀	12	31	31	31	1	4	Psychic	3	4	Teeny
ID464S	Base	7F8FDE08	Lapras	Water Absorb (1)	Modest	♂	31	18	16	31	31	31	Poison	4	5	Jumbo
ID465S	Base	6386C9C8	Magmar	Flame Body (1)	Lax	♂	17	27	31	31	16	31	Poison	3	4	Jumbo
ID466S	Base	B17E6A20	Magmar	Flame Body (1)	Bashful	♂	11	22	31	25	31	31	Psychic	3	4	Jumbo
ID467S	Base	BED10324	Magmar	Flame Body (1)	Modest	♀	31	31	5	31	27	22	Normal	3	4	Teeny
ID468S	Base	6DA133FD	Magmortar	Flame Body (1)	Timid	♂	31	9	31	31	31	4	Dragon	4	5	Jumbo
ID469S	Base	05ABEDFF	Malamar	Contrary (1)	Calm	♂	31	6	14	31	31	31	Steel	4	5	Jumbo
ID470S	Base	558C2DF7	Malamar	Infiltrator (H)	Calm	♀	31	31	31	31	29	25	Fairy	4	5	Jumbo
ID471S	Base	65A101F2	Malamar	Infiltrator (H)	Adamant	♂	31	29	31	1	31	31	Psychic	4	5	Teeny
ID472S	Base	1CE7EC71	Metagross	Light Metal (H)	Relaxed	-	31	31	10	31	5	31	Electric	4	5	Jumbo
ID473S	Base	38F26B79	Metagross	Light Metal (H)	Naive	-	31	31	31	26	31	14	Rock	4	5	Jumbo
ID474S	Base	EE19FA02	Metagross	Light Metal (H)	Docile	-	31	31	31	31	29	8	Rock	4	5	Jumbo
ID475S	Base	719C0B46	Metang	Clear Body (1)	Mild	-	31	24	29	31	31	17	Fighting	3	4	Teeny
ID476S	Base	3E26F07C	Minior-31	Shields Down (1)	Lax	-	31	23	31	29	31	31	Water	4	5	Teeny
ID477S	Base	89A491B3	Minun	Volt Absorb (H)	Calm	♂	31	31	2	7	27	6	Ice	2	3	Teeny
ID478S	Base	7B48A909	Plusle	Plus (1)	Modest	♂	31	15	14	28	31	0	Ground	2	3	Jumbo
ID479S	Base	AC91310F	Porygon	Trace (1)	Lonely	-	31	31	31	26	1	4	Water	3	3	Jumbo
ID480S	Base	6EA090BE	Porygon	Download (2)	Adamant	-	0	22	31	7	31	26	Ice	2	3	Teeny
ID481S	Base	F6FA779D	Porygon	Analytic (H)	Rash	-	29	5	31	31	12	16	Normal	2	3	Teeny
ID482S	Base	3162507D	Porygon-Z	Adaptability (1)	Bold	-	31	31	31	31	18	27	Steel	4	5	Jumbo
ID483S	Base	6D59291D	Porygon-Z	Download (2)	Hasty	-	31	31	31	31	22	11	Dragon	4	5	Jumbo
ID484S	Base	DB113EF6	Porygon2	Download (2)	Naughty	-	31	31	2	31	22	31	Fairy	4	5	Jumbo
ID485S	Base	C2352F60	Rampardos	Mold Breaker (1)	Impish	♂	31	6	31	20	31	31	Dark	4	4	Teeny
ID486S	Base	1F390FC9	Rampardos	Mold Breaker (1)	Impish	♂	6	7	31	31	13	31	Ground	3	4	Jumbo
ID487S	Base	427FC7CE	Rampardos	Mold Breaker (1)	Naughty	♂	31	17	25	16	31	31	Fire	3	4	Teeny
ID488S	Base	82B34FDF	Rampardos	Mold Breaker (1)	Hardy	♂	31	31	28	31	26	14	Dragon	3	4	Jumbo
ID489S	Base	E127B7D8	Rampardos	Mold Breaker (1)	Quiet	♂	31	31	11	31	17	22	Normal	3	4	Jumbo
ID490S	Base	BEF3B8D6	Rhydon	Reckless (H)	Careful	♀	31	15	16	31	20	31	Fairy	3	4	Jumbo
ID491S	Base	0BA50BAF	Rhyhorn	Lightning Rod (1)	Mild	♀	31	14	21	1	8	31	Water	2	3	Jumbo
ID492S	Base	57A963A7	Rhyhorn	Rock Head (2)	Hardy	♂	31	31	14	30	21	23	Flying	2	3	Jumbo
ID493S	Base	EACA8BBF	Rhyhorn	Reckless (H)	Impish	♂	20	10	31	9	31	14	Bug	2	3	Teeny
ID494S	Base	2C95207F	Rhyperior	Solid Rock (2)	Modest	♂	31	2	31	31	5	31	Rock	4	5	Teeny
ID495S	Base	A8818B72	Rhyperior	Reckless (H)	Rash	♂	30	31	31	0	31	31	Psychic	4	5	Teeny
ID496S	Base	40A17CE7	Scrafty	Moxie (2)	Bashful	♂	31	22	11	31	9	31	Flying	3	4	Jumbo
ID497S	Base	59C854DA	Scrafty	Intimidate (H)	Naive	♀	11	17	5	31	31	31	Dark	3	4	Jumbo
ID498S	Base	608A14CF	Scrafty	Intimidate (H)	Bashful	♀	31	21	13	12	31	31	Water	3	4	Teeny
ID499S	Base	745274E9	Scrafty	Moxie (2)	Gentle	♀	15	22	0	31	31	31	Ground	3	4	Teeny
ID4100S	Base	F624D2E2	Scrafty	Moxie (2)	Modest	♀	16	8	31	31	0	31	Poison	3	4	Teeny
ID4101S	Base	249B7A21	Seadra	Sniper (2)	Bold	♂	9	31	18	29	7	31	Flying	2	3	Jumbo
ID4102S	Base	87EA6036	Seadra	Sniper (2)	Gentle	♀	31	23	14	23	5	31	Fairy	2	3	Teeny
ID4103S	Base	90511033	Seadra	Poison Point (1)	Relaxed	♂	27	9	9	31	0	31	Ice	2	3	Jumbo
ID4104S	Base	C980D030	Seadra	Poison Point (1)	Sassy	♀	10	31	5	8	29	31	Grass	2	3	Teeny
ID4105S	Base	1A6D6FF9	Skarmory	Keen Eye (1)	Bold	♀	31	31	31	8	14	31	Fire	4	5	Jumbo
ID4106S	Base	3459BDAB	Slowpoke-Galar	Gluttony (1)	Naughty	♀	5	31	7	20	31	31	Bug	3	3	Jumbo
ID4107S	Base	C3DC9314	Slowpoke-Galar	Regenerator (H)	Jolly	♀	21	30	31	31	13	13	Dragon	2	3	Jumbo
ID4108S	Base	EBAC73DF	Tentacruel	Rain Dish (H)	Modest	♂	31	31	19	31	21	4	Fairy	3	4	Teeny
ID4109S	Base	36283C26	Trumbeak	Pickup (H)	Jolly	♀	29	31	1	31	12	26	Fighting	2	3	Jumbo
ID4110S	Base	B6A38C3E	Trumbeak	Pickup (H)	Rash	♀	3	31	31	1	20	19	Poison	2	3	Jumbo
ID4111S	Base	D480E6E2	Vibrava	Levitate (1)	Hasty	♂	31	31	24	31	2	11	Ice	3	4	Teeny
ID4112S	Base	0477DA66	Vileplume	Chlorophyll (1)	Impish	♀	31	31	19	31	24	29	Fighting	3	4	Jumbo
ID4113S	Base	CF8BA49A	Vileplume	Effect Spore (H)	Brave	♂	7	31	31	2	31	20	Steel	3	4	Teeny
ID4114S	Base	33A8FD30	Vulpix-Alola	Snow Cloak (1)	Quiet	♂	21	0	31	31	28	27	Grass	2	3	Teeny
ID4115S	Base	AC4D9D38	Vulpix-Alola	Snow Cloak (1)	Impish	♂	27	28	31	30	23	31	Flying	2	3	Teeny
ID4116S	Base	F8BF8366	Whimsicott	Infiltrator (2)	Lonely	♂	31	31	18	31	19	31	Fighting	4	4	Jumbo
ID4117S	Base	8DF5B59D	Whimsicott	Infiltrator (2)	Hasty	♀	23	31	11	31	31	27	Dragon	3	4	Teeny
ID4118S	Base	9DF8BC68	Whimsicott	Chlorophyll (H)	Hardy	♂	31	28	28	13	31	31	Poison	3	4	Teeny
ID4119S	Base	C3E0CC4D	Whimsicott	Infiltrator (2)	Lax	♀	31	15	1	31	31	5	Steel	3	4	Teeny
ID4120S	Base	DD27846A	Whimsicott	Chlorophyll (H)	Serious	♀	18	31	31	31	10	0	Rock	3	4	Teeny
ID4121S	Base	DE9EB445	Whimsicott	Prankster (1)	Lax	♂	31	8	31	16	5	31	Normal	3	4	Jumbo
ID4122S	Base	F09A6FE2	Zebstrika	Sap Sipper (H)	Sassy	♂	31	12	31	12	31	27	Bug	3	4	Jumbo
